"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"sil"
-0.128350722786098;-0.225409224676892;-0.500738770685579;-0.353115727002968;-0.736926790024135;-0.1825;0.101286173633441;-0.980879708810225;-0.509171920178224;-0.372691814636008;-0.794576484137786;0.190477761948044
-0.354526315789474;-0.426048565121413;-0.244290657439446;-0.184268610098907;-0.275541795665635;-0.24859022556391;-0.598484848484849;-0.641958517511067;-0.58316633266533;-0.622697989197631;-0.716062490520249;0.0766758610106182
-0.243074381945816;-0.591148886283704;-0.892547660311958;-0.294953802416489;-0.30600662147249;-0.559158134243458;0.286290322580645;-0.491627569062708;-0.438313292703014;-0.267920585161964;-0.76271186440678;0.0511311140613873
-0.902962206332993;-0.418117343649258;-0.914414414414414;-0.0021273766786332;-0.868055555555556;-0.266832917705736;-0.429481346678799;-0.237683229031031;-0.207422588722073;-0.53704390847248;-0.592658029053789;0.341492156652632
-0.290674603174604;-0.355313511922284;-0.451006971340046;-0.733347005742412;-0.493661871528272;-0.641372141372141;-0.0984719864176571;-0.684142692610042;-0.489823556724965;-0.585989232006931;-1;0.335868385753882
-0.128350722786098;-0.225409224676892;-0.500738770685579;-0.353115727002968;-0.736926790024135;-0.1825;0.101286173633441;-0.980879708810225;-0.509171920178224;-0.372691814636008;-0.794576484137786;0.190477761948044
-0.395385874011454;-0.768794749403341;-0.734475374732334;-0.707273913610857;-0.326696832579186;-0.444179857122846;-0.0331594202898551;-0.725166230102764;-0.593567039533554;-0.267920585161964;-0.825638621982658;0.0723373959075929
-0.875776397515527;-0.217018132211675;-0.341447149049683;-0.563070900391474;-0.454487507319206;-0.437037037037037;0.253116883116883;-0.841685441149649;-0.371318906756666;-0.541446208112875;-0.842619130475584;0.278485362801522
-0.582753824756605;-1;-0.908842297174111;-0.282627925966249;-0.410774410774411;-0.124528301886792;-0.473377380489701;-0.585268402866627;-0.371318906756666;-0.492060190000694;-0.406724329055889;0.191832324658366
-0.0848309664446392;-0.811965811965812;-0.660063391442155;-0.837148120854827;-0.873563218390805;0.457538346427235;-0.6;-0.637572254335251;-0.482648401826484;-0.376330275229358;-0.409652509652509;0.360082683874521
-0.313169324916032;-0.736282367447596;-0.263347376484105;-0.255813953488372;-0.915533285612026;-0.115707434052758;-0.0385532591414944;-0.678838738943085;-0.418458781362008;-1;-0.818531334102269;0.496050120693987
-0.402942269902809;-0.815881092662025;-0.335347432024169;-0.701771284530277;-0.769553072625698;-0.00212903823012124;-0.32774043002389;-0.668175074384453;-0.476464884024209;-0.526087947140579;-0.787767702103029;0.136293991644545
-0.885786802030456;-0.903121636167922;-0.140242524666717;-0.460675974341006;-0.299032334198725;-0.623766447368421;0.523586744639376;-0.50500230875789;-0.507232791495345;-0.0637839953042463;-0.492481203007519;0.344237154505994
-0.2120712740756;-0.59413754227734;-0.879839786381843;-0.751340809361287;-0.243473853172256;-0.632665534804754;0.0243298969072165;-0.500197957082902;-0.280958721704393;-0.467455621301775;-0.463470319634704;0.0667209576670536
-0.889679715302491;-0.835761589403973;-0.670796460176991;-0.618955199741226;-0.245950395666259;-0.611247183305575;-0.36727244181026;-0.361892423335686;-0.492468893254748;-0.602564102564103;-0.335714285714286;0.299960222922809
-0.45;-0.800292153589316;-0.146599573895492;-0.536910067648229;-0.674121917369488;-0.183299798792757;0.0170672239637757;-0.583842364532035;-0.294879862700228;-0.398469578200821;-0.850002823210555;0.472134414610137
-0.313169324916032;-0.736282367447596;-0.263347376484105;-0.255813953488372;-0.915533285612026;-0.115707434052758;-0.0385532591414944;-0.678838738943085;-0.418458781362008;-1;-0.818531334102269;0.496050120693987
-0.402942269902809;-0.815881092662025;-0.335347432024169;-0.701771284530277;-0.769553072625698;-0.00212903823012124;-0.32774043002389;-0.668175074384453;-0.476464884024209;-0.526087947140579;-0.787767702103029;0.136293991644545
-0.388891200332848;-0.334663246888952;0.026737967914438;-0.133107822410148;-0.555555555555555;-0.626517914610599;0.0501089324618737;0.233943301033084;-0.259452550857386;-0.556244750274601;0.142864414717081;0.0600357967403572
-0.43286506116208;-0.520849616740028;-0.221908308719661;-0.20203656678517;-0.500000000000001;-0.303816955990869;-0.143340764594171;-0.148151482082627;-0.205436810404562;-0.945033112582781;-0.262198679843915;0.358601788890164
-0.423288117200217;-0.38287821177555;0.0418552036199095;-0.186428453676228;-0.463278500007012;-0.374797687861272;-0.0512852664576802;-0.386457245227669;-0.328523089171975;-0.586432748538012;-0.741042345276873;0.340948947983005
-0.41527887070613;-0.422712763079587;-0.516129032258064;-0.137766535756285;-0.541230336823972;-0.00212903823012124;-0.32774043002389;-0.44601749476312;-0.171936163806083;-0.483243796367357;-0.832090246838506;0.1863852679527
-0.115768874240396;-0.617424242424242;-0.340292526547786;-0.57390625;-0.658206429780034;-0.0672991777356103;0.292079207920792;-0.870995210218192;-0.756156446161276;-0.556418918918919;-0.919072674340963;0.456701192366817
-0.280732587179724;-0.459041731066461;-0.531183102611674;-0.352302922940656;-0.653401797175866;-0.147090600401297;0.0501587301587301;-0.240644178158584;-0.522260273972602;-0.677996422182468;-0.42433110367893;0.472379098653163
-0.31005444646098;-0.132537676132244;-0.581749049429658;0.0151656913445835;-0.416273209164904;-0.247719298245614;0.216783216783217;0.0335005078720106;-0.543174919007168;-0.268048452220726;-0.468965517241379;0.426919027912288
-0.174736842105263;-0.727036395147314;-0.52701382102471;-0.165398274987315;-1;-0.267592592592593;-0.034310349225785;-0.11411542615018;-0.29113924050633;-0.398250285279573;-0.433100715085725;0.457575541879805
-0.399404170804369;-0.393737508327782;-0.174947305028606;-0.577008366092128;-0.857021276595745;-0.13277542921232;-0.00395256916996046;-0.632549048594786;-0.50714576874143;-0.437146496815286;-0.680817610062893;0.17177242647964
0.0298947368421055;-0.382518432285604;-0.158127779019798;-0.0435224371893044;-0.621010638297872;-0.453131801166536;-0.0353200883002207;-0.243595442994294;-0.533491095334911;-0.469037491344347;-0.515135515663498;0.120988989949887
-0.3993281075028;-0.314522821576763;-0.155744680851063;-0.598025842143155;-0.783690987124463;-0.178589809572826;-0.00584269662921338;-0.632549048594786;-0.461077844311377;-0.418707224334601;-0.680817610062893;0.287306107699577
-0.0811667132606473;-0.869369369369369;-0.630991412958626;-0.172530833499105;-0.847368421052631;-0.197158580413297;-0.445205479452055;0.070449585333901;-0.227172845855346;-0.2837676716062;-0.118541033434649;0.276147605261549
-0.399404170804369;-0.393737508327782;-0.174947305028606;-0.577008366092128;-0.857021276595745;-0.13277542921232;-0.00395256916996046;-0.632549048594786;-0.50714576874143;-0.437146496815286;-0.680817610062893;0.17177242647964
0.0298947368421055;-0.382518432285604;-0.158127779019798;-0.0435224371893044;-0.621010638297872;-0.453131801166536;-0.0353200883002207;-0.243595442994294;-0.533491095334911;-0.469037491344347;-0.515135515663498;0.120988989949887
-0.3993281075028;-0.314522821576763;-0.155744680851063;-0.598025842143155;-0.783690987124463;-0.178589809572826;-0.00584269662921338;-0.632549048594786;-0.461077844311377;-0.418707224334601;-0.680817610062893;0.287306107699577
-1;-0.867007672634271;-0.0170156742926692;-0.434547783637811;-0.720430107526882;-0.404414827155352;-0.472620283835237;-0.389721579790068;-0.130250510860516;-0.34379809172053;-0.0381954887218043;0.254821068897497
-0.265553215926493;-0.789624183006536;-0.241648351648351;-0.632448979591837;-0.458544051104604;-0.195101326724012;-0.614532979884609;-0.629324561102142;-0.121805294976027;-0.408002543595763;-0.464469299210866;0.087972756827904
-0.265553215926493;-0.528064146620848;-0.241648351648351;-0.619001406469761;-0.476839650993057;-0.238054814455494;-0.614532979884609;-0.622045010804405;-0.132094783571165;-0.415169491525424;-0.464469299210866;0.0725132433855213
-0.350657894736842;-0.448871024943847;-0.545218295218295;-0.792790028763183;-0.64521319388576;-0.0936473069150339;-0.637996545768566;-0.610742131100196;-0.47858043086491;-0.418707224334601;-0.488685919178214;-0.0050983255865993
-0.256405163853028;-1;-0.717006802721089;-0.208477842003853;-0.521472392638037;-0.638765178333524;-0.215094339622641;-0.0988456055679153;0.0166320166320162;-0.350787878787878;0.163533474007289;0.256973793883891
-0.9064039408867;-0.130114231101808;-0.187395711663607;-0.179980342524773;-0.877155172413793;-0.720377358490566;-0.505780346820809;-0.0263733766233853;-0.422444111064657;0.0261998608856943;0.126817042606516;0.135228786954891
-0.489502583979328;-0.935196195005945;-0.200314424210664;-0.644222583265638;0.0288600824573782;-0.0137298870923325;-0.0527522935779816;-0.287377216481696;-0.377271475770925;-0.524344320396952;-0.19917544641587;0.351082203182418
-0.348086124401914;-0.243688083863048;-0.218706293706294;-0.706382662934949;-0.205346294046173;-0.720870678617157;0.051829268292683;-0.679628214311425;-0.342760603345281;-0.450066012825349;-0.719764327798607;0.181254135372401
-0.9064039408867;-0.130114231101808;-0.187395711663607;-0.179980342524773;-0.877155172413793;-0.720377358490566;-0.505780346820809;-0.0263733766233853;-0.422444111064657;0.0261998608856943;0.126817042606516;0.135228786954891
0.0340264650283553;-0.811507936507936;-0.265183346065699;-0.0677609427609431;-0.156736938588451;-0.0989852266207689;0.235765994912933;-0.0579083361338757;-0.105235042735043;-0.251515151515151;-0.277310527310527;0.429828567632165
-0.286687306501548;-0.338971106412967;-0.425947187141217;-0.508893985728848;-0.599659942808563;-0.244884488448845;-0.0190061827341425;-0.476628393391084;-0.829657794676806;-0.297378277153558;-0.64895686120867;0.430536010569816
-0.900552486187846;-0.456706281833616;-0.943037974683544;-0.0878007082671877;-0.653401797175866;-0.373481430059007;-0.241573033707865;-0.256719404301213;-0.496644295302013;-0.504132231404958;-0.372353673723537;0.394865877554434
-0.256862601566503;-0.258241758241759;-0.196741245136187;-0.393673695893452;-0.369167599850691;-0.701927909815466;-0.0628183361629882;-0.159555961362869;-0.351644736842105;-0.468652037617555;-0.412669779286927;0.0683117302571533
0.0340264650283553;-0.811507936507936;-0.265183346065699;-0.0677609427609431;-0.156736938588451;-0.0989852266207689;0.235765994912933;-0.0579083361338757;-0.105235042735043;-0.251515151515151;-0.277310527310527;0.429828567632165
-0.340479168671221;-0.387539799458252;-0.187432286023835;-0.468085410269228;-0.625974025974027;-0.476702508960573;-0.558526315789474;-0.519294254722989;-0.414458554144585;-0.538333487468788;-0.769690718775698;0.128474669767214
-0.286687306501548;-0.338971106412967;-0.425947187141217;-0.508893985728848;-0.599659942808563;-0.244884488448845;-0.0190061827341425;-0.476628393391084;-0.829657794676806;-0.297378277153558;-0.64895686120867;0.430536010569816
-0.280732587179724;-0.669117647058823;-0.4795952407428;-0.361597292808092;-0.434131736526946;-0.6262341325811;-0.189303904923599;-0.222338507061741;-0.627183988188007;-0.601983382471187;-0.412122687439143;0.191226974822635
-0.280732587179724;-0.669117647058823;-0.4795952407428;-0.361597292808092;-0.434131736526946;-0.6262341325811;-0.189303904923599;-0.222338507061741;-0.627183988188007;-0.601983382471187;-0.412122687439143;0.191226974822635
-0.16079215116279;-0.226830420406235;-0.670796460176991;-0.867218011087227;-0.568695652173913;-0.348058735689398;-0.711232876712329;-0.87592104066224;-0.377245225940632;-0.585284280936454;-0.754940711462452;0.0343441833493409
-0.323262839879154;-0.47869842334787;-0.149147286821705;-0.410179178251467;-0.346752058554437;-0.244884488448845;-0.115182047171972;-0.493408021424063;-0.330669034931912;-0.371492704826038;-0.678007037159636;0.434757262371912
-0.303497229916898;-0.903121636167922;-0.124652074898786;-0.544978540772532;-0.367977528089888;-0.709853655335346;0.577189109639441;-0.325694016039481;-0.40855832908813;0.0263054574008643;-0.461132271468144;0.437931673979364
-0.0183263915183639;-0.352678571428572;-0.154300479881875;-0.172530833499105;-0.685197368421052;-0.299989617940199;-0.294818441452468;-0.229845008792371;-0.250825354902608;-0.301351464786368;-0.459956183057449;0.343647747725307
-0.366050745125221;-0.254539106145251;-0.331501831501831;-0.540799948638932;-0.728682170542636;-0.675925925925926;0.182795698924731;-0.581584400403804;-0.301054549276529;-0.330715741517804;-0.778091362562352;0.0576492451487232
-0.366050745125221;-0.254539106145251;-0.331501831501831;-0.540799948638932;-0.728682170542636;-0.675925925925926;0.182795698924731;-0.581584400403804;-0.301054549276529;-0.330715741517804;-0.778091362562352;0.0576492451487232
-0.59074299634592;-0.382920110192838;-0.340238218539617;-0.744594110115237;-0.451473634299119;-0.0316205533596838;-0.455347593582888;-0.534010643444622;-0.600300525920361;-0.368006531239494;-0.634703196347032;0.213387688146779
-0.895522388059702;-0.324215607401448;-0.889328063241107;-0.84094674556213;-0.680365296803653;-0.282769230769231;0.0651815181518152;-0.54490701606087;-0.144606731379842;-0.421639344262295;-0.32318699538639;0.531900025307769
-0.364107375979112;-0.511852126536783;-0.114977876106195;-0.644174370128693;-0.00550508161379747;-0.0351512491312777;0.149456521739131;-0.343296936147787;-0.479694415173867;-0.379723756906077;-0.314448992032046;0.463027346903776
-0.0183263915183639;-0.352678571428572;-0.154300479881875;-0.172530833499105;-0.685197368421052;-0.299989617940199;-0.294818441452468;-0.229845008792371;-0.250825354902608;-0.301351464786368;-0.459956183057449;0.343647747725307
0.00418410041841023;-0.0650568048997144;-0.110029390154298;-0.0459927538768506;-0.156736938588451;-0.554939482792831;0.0794759825327511;-0.156009565398204;-0.18733421750663;-0.170812603648424;-0.272085336538462;0.0582499042917409
-0.780310880829016;-0.253512394277225;-0.349852796859667;-0.251422368550898;-0.928378378378378;-0.140777502067825;-0.404271262645185;-0.861326356043109;-0.261667053633619;-0.34666512095216;-0.767373811265544;0.0571530823999341
-0.333333333333333;-0.602803738317757;-0.457839010077816;-0.151996801119608;-0.430447085455574;-0.435;-0.352495681828247;-0.369311346456718;-0.375579416769348;-0.566666666666667;-0.580787633419212;0.221444493233977
-0.324140569492266;-0.514233576642336;-0.380753532182103;-0.274474375821288;-0.5924789254469;-0.412732719068745;-0.21299328453935;-0.464413290130769;-0.15054459994878;-0.495267489711934;-0.676801851934292;0.211480908160691
-0.27342032967033;-0.656480774127833;-0.724806201550387;-0.310360777058279;-0.420702454739644;-0.137754494582689;-0.616155901304416;-0.383189731526308;-0.267717232526227;-0.60461895070104;-0.758961707152497;0.225960449705846
-0.676623376623376;-0.454067759241566;-0.237141131120189;-0.717355640535373;-0.243517329910141;-0.472041420118343;-0.0553974895397488;-0.817923737015287;-0.262986739456435;-0.578310767246937;-0.582396235521235;0.153377869642444
-0.145301763753337;-0.230293875308981;-0.351075321614455;-0.722601431980907;-0.565125090020979;-0.182645975056689;-0.446245733788396;-0.561053153598127;-0.339540641626719;-0.527282773863793;-0.397959183673469;0.362605484050324
-0.413377771605795;-0.316133856795663;-0.801282051282051;-0.275320091499073;-0.328426724872957;-0.628156565656566;0.170390148212729;-0.581836718688743;-0.592882131216779;-0.172440604751619;-1;0.106091410035961
-0.442786069651741;-0.819587628865979;-0.498639163443632;-0.143291644914543;-0.595667870036101;-0.241394625805019;-0.553059137170738;-0.269174825782076;-0.958240119313944;-0.249484536082474;-0.289940828402366;0.0519803371834876
-1;-0.463844797178131;-0.213737574735834;-0.985198169247249;-0.694779116465863;-0.170599613152805;0.209784329244163;-0.808352217546115;-0.196363369029823;-0.411973200778042;-0.682561782109293;0.127665700329212
-1;-0.342342342342342;-0.220339144245675;-0.941588317663533;-0.807387862796834;-0.453903015966884;-0.0347848575954482;-0.699488206497526;0.0168495820983204;-0.486460994301434;-0.641791044776119;0.236587040111087
